demo_id,demo_date,demo_year,demo_month,demo_month_name,demo_quarter,day_of_week,hour_of_day,is_weekend,market,region,market_size,vehicle_model,vehicle_id,vehicle_price,customer_segment,drive_duration_mins,utilization_rate,converted,conversion_probability,days_to_purchase,satisfaction_score,revenue_generated,demo_cost
DEMO-000944,2024-01-29,2024,1,January,Q1,Monday,12,0,"Chicago, IL",Midwest,Large,Model Y,CHI-MOD-05,43990,Luxury Buyer,44,0.467,0,0.1207,,4.4,0,71.29
DEMO-000945,2024-05-22,2024,5,May,Q2,Wednesday,13,0,"Chicago, IL",Midwest,Large,Model 3,CHI-MOD-03,40240,Fleet/Business Buyer,50,0.629,0,0.1975,,4.7,0,65.13
DEMO-000946,2025-06-09,2025,6,June,Q2,Monday,10,0,"Miami, FL",Southeast,Large,Cybertruck,MIA-CYB-06,49890,Luxury Buyer,64,0.68,0,0.213,,4.7,0,50.6
DEMO-000947,2025-02-07,2025,2,February,Q1,Friday,10,0,"Portland, OR",Northwest,Small,Model X,POR-MOD-08,79990,Eco Conscious,60,0.753,0,0.1877,,3.5,0,73.34
DEMO-000948,2024-05-12,2024,5,May,Q2,Sunday,15,1,"Seattle, WA",Northwest,Medium,Model X,SEA-MOD-07,79990,Luxury Buyer,44,0.484,0,0.2534,,3.3,0,74.32
DEMO-000949,2025-11-26,2025,11,November,Q4,Wednesday,14,0,"Dallas, TX",South,Large,Model 3,DAL-MOD-04,40240,Tech Early Adopter,52,0.503,0,0.208,,4.8,0,74.13
DEMO-000950,2024-03-06,2024,3,March,Q1,Wednesday,10,0,"New York, NY",Northeast,Large,Model X,NEW-MOD-02,79990,Luxury Buyer,62,0.671,1,0.129,8.0,4.5,79990,46.18
DEMO-000951,2025-01-21,2025,1,January,Q1,Tuesday,11,0,"Phoenix, AZ",Southwest,Medium,Model Y,PHO-MOD-04,43990,Cost Conscious,33,0.576,0,0.0993,,4.0,0,56.44
DEMO-000952,2025-06-25,2025,6,June,Q2,Wednesday,17,0,"Dallas, TX",South,Large,Model S,DAL-MOD-02,74990,Luxury Buyer,78,0.552,0,0.1444,,4.7,0,80.73
DEMO-000953,2024-03-14,2024,3,March,Q1,Thursday,13,0,"Miami, FL",Southeast,Large,Model X,MIA-MOD-08,79990,Cost Conscious,53,0.545,0,0.0753,,3.6,0,78.1
DEMO-000954,2025-07-26,2025,7,July,Q3,Saturday,17,1,"Seattle, WA",Northwest,Medium,Model Y,SEA-MOD-07,43990,Cost Conscious,53,0.887,0,0.2271,,4.2,0,50.09
DEMO-000955,2024-08-24,2024,8,August,Q3,Saturday,10,1,"Seattle, WA",Northwest,Medium,Model Y,SEA-MOD-05,43990,Tech Early Adopter,42,0.911,1,0.4369,14.0,4.4,43990,47.72
DEMO-000956,2025-07-01,2025,7,July,Q3,Tuesday,14,0,"Las Vegas, NV",West,Medium,Model 3,LAS-MOD-05,40240,Eco Conscious,50,0.65,0,0.1575,,3.3,0,72.9
DEMO-000957,2024-09-26,2024,9,September,Q3,Thursday,15,0,"San Francisco, CA",West,Large,Model Y,SAN-MOD-04,43990,Fleet/Business Buyer,45,0.617,0,0.2667,,4.6,0,50.57
DEMO-000958,2025-11-10,2025,11,November,Q4,Monday,18,0,"Seattle, WA",Northwest,Medium,Model X,SEA-MOD-01,79990,Eco Conscious,75,0.623,0,0.1589,,3.3,0,61.65
DEMO-000959,2025-07-18,2025,7,July,Q3,Friday,14,0,"Boston, MA",Northeast,Medium,Model Y,BOS-MOD-02,43990,Tech Early Adopter,48,0.468,0,0.2595,,4.1,0,71.01
DEMO-000960,2024-08-21,2024,8,August,Q3,Wednesday,9,0,"New York, NY",Northeast,Large,Model Y,NEW-MOD-04,43990,First Time EV,51,0.717,0,0.1632,,4.7,0,72.28
DEMO-000961,2025-01-31,2025,1,January,Q1,Friday,16,0,"Boston, MA",Northeast,Medium,Model 3,BOS-MOD-07,40240,Luxury Buyer,51,0.725,0,0.1653,,3.4,0,49.72
DEMO-000962,2024-07-17,2024,7,July,Q3,Wednesday,13,0,"Denver, CO",Mountain,Medium,Cybertruck,DEN-CYB-02,49890,Eco Conscious,68,0.744,1,0.3376,35.0,4.3,49890,80.53
DEMO-000963,2024-01-16,2024,1,January,Q1,Tuesday,17,0,"Portland, OR",Northwest,Small,Model Y,POR-MOD-01,43990,Tech Early Adopter,49,0.513,1,0.2524,12.0,3.8,43990,58.99
DEMO-000964,2024-05-12,2024,5,May,Q2,Sunday,15,1,"Atlanta, GA",Southeast,Medium,Cybertruck,ATL-CYB-02,49890,Fleet/Business Buyer,81,0.488,1,0.2581,25.0,5.0,49890,73.21
DEMO-000965,2024-08-13,2024,8,August,Q3,Tuesday,13,0,"Las Vegas, NV",West,Medium,Model Y,LAS-MOD-05,43990,Fleet/Business Buyer,46,0.884,0,0.1717,,3.6,0,80.72
DEMO-000966,2024-02-25,2024,2,February,Q1,Sunday,13,1,"Miami, FL",Southeast,Large,Model S,MIA-MOD-08,74990,Luxury Buyer,55,0.59,0,0.1233,,3.6,0,50.49
DEMO-000967,2024-08-03,2024,8,August,Q3,Saturday,11,1,"Seattle, WA",Northwest,Medium,Model 3,SEA-MOD-01,40240,Cost Conscious,46,0.939,0,0.1938,,4.5,0,71.0
DEMO-000968,2024-02-04,2024,2,February,Q1,Sunday,12,1,"Chicago, IL",Midwest,Large,Cybertruck,CHI-CYB-02,49890,Tech Early Adopter,68,0.48,0,0.2309,,4.7,0,60.36
DEMO-000969,2024-02-15,2024,2,February,Q1,Thursday,12,0,"Los Angeles, CA",West,Large,Cybertruck,LOS-CYB-01,49890,Eco Conscious,56,0.78,0,0.2195,,3.3,0,75.52
DEMO-000970,2024-12-10,2024,12,December,Q4,Tuesday,18,0,"San Diego, CA",West,Medium,Model 3,SAN-MOD-04,40240,Cost Conscious,50,0.829,0,0.1257,,3.8,0,78.17
DEMO-000971,2024-02-28,2024,2,February,Q1,Wednesday,17,0,"New York, NY",Northeast,Large,Cybertruck,NEW-CYB-05,49890,First Time EV,56,0.879,0,0.1642,,4.9,0,63.54
DEMO-000972,2024-09-23,2024,9,September,Q3,Monday,11,0,"Denver, CO",Mountain,Medium,Model S,DEN-MOD-04,74990,First Time EV,68,0.516,0,0.1453,,3.2,0,76.98
DEMO-000973,2025-07-09,2025,7,July,Q3,Wednesday,12,0,"Austin, TX",South,Medium,Model 3,AUS-MOD-05,40240,Eco Conscious,38,0.631,1,0.2327,13.0,5.0,40240,77.41
DEMO-000974,2025-11-07,2025,11,November,Q4,Friday,12,0,"Denver, CO",Mountain,Medium,Model 3,DEN-MOD-08,40240,Eco Conscious,47,0.459,1,0.1884,90.0,3.5,40240,59.35
DEMO-000975,2024-02-29,2024,2,February,Q1,Thursday,14,0,"Atlanta, GA",Southeast,Medium,Model X,ATL-MOD-06,79990,Tech Early Adopter,68,0.927,0,0.0999,,4.0,0,55.32
DEMO-000976,2024-05-10,2024,5,May,Q2,Friday,12,0,"Portland, OR",Northwest,Small,Model 3,POR-MOD-01,40240,First Time EV,42,0.566,0,0.1866,,4.4,0,52.37
DEMO-000977,2024-02-12,2024,2,February,Q1,Monday,14,0,"Seattle, WA",Northwest,Medium,Cybertruck,SEA-CYB-05,49890,Cost Conscious,67,0.938,0,0.1432,,3.2,0,78.8
DEMO-000978,2025-09-06,2025,9,September,Q3,Saturday,12,1,"Las Vegas, NV",West,Medium,Model Y,LAS-MOD-02,43990,Cost Conscious,61,0.706,0,0.0994,,3.6,0,58.03
DEMO-000979,2024-03-14,2024,3,March,Q1,Thursday,15,0,"Miami, FL",Southeast,Large,Model X,MIA-MOD-06,79990,Cost Conscious,64,0.753,0,0.0795,,3.8,0,84.0
DEMO-000980,2024-10-28,2024,10,October,Q4,Monday,15,0,"San Diego, CA",West,Medium,Model S,SAN-MOD-03,74990,Luxury Buyer,57,0.906,1,0.1542,7.0,3.8,74990,77.32
DEMO-000981,2025-08-18,2025,8,August,Q3,Monday,16,0,"Seattle, WA",Northwest,Medium,Model S,SEA-MOD-01,74990,Cost Conscious,64,0.779,0,0.1476,,3.5,0,75.5
DEMO-000982,2024-08-17,2024,8,August,Q3,Saturday,14,1,"Atlanta, GA",Southeast,Medium,Model 3,ATL-MOD-07,40240,Tech Early Adopter,35,0.719,0,0.2401,,3.4,0,80.14
DEMO-000983,2025-06-21,2025,6,June,Q2,Saturday,14,1,"Portland, OR",Northwest,Small,Model 3,POR-MOD-05,40240,Luxury Buyer,49,0.906,1,0.2693,20.0,4.5,40240,84.1
DEMO-000984,2024-04-28,2024,4,April,Q2,Sunday,15,1,"Dallas, TX",South,Large,Model Y,DAL-MOD-07,43990,Cost Conscious,55,0.631,0,0.1566,,3.8,0,65.23
DEMO-000985,2024-08-23,2024,8,August,Q3,Friday,13,0,"San Diego, CA",West,Medium,Model Y,SAN-MOD-03,43990,Luxury Buyer,60,0.913,0,0.2426,,3.6,0,81.37
DEMO-000986,2024-09-23,2024,9,September,Q3,Monday,16,0,"Atlanta, GA",Southeast,Medium,Model Y,ATL-MOD-07,43990,Tech Early Adopter,47,0.661,1,0.1953,2.0,5.0,43990,70.31
DEMO-000987,2025-04-09,2025,4,April,Q2,Wednesday,9,0,"Portland, OR",Northwest,Small,Model 3,POR-MOD-08,40240,Tech Early Adopter,43,0.821,0,0.2623,,3.4,0,46.36
DEMO-000988,2024-03-15,2024,3,March,Q1,Friday,11,0,"New York, NY",Northeast,Large,Model 3,NEW-MOD-07,40240,Tech Early Adopter,45,0.627,0,0.2422,,3.9,0,67.28
DEMO-000989,2024-12-10,2024,12,December,Q4,Tuesday,15,0,"Boston, MA",Northeast,Medium,Model Y,BOS-MOD-01,43990,Eco Conscious,41,0.487,0,0.2331,,4.9,0,83.0
DEMO-000990,2025-03-22,2025,3,March,Q1,Saturday,12,1,"San Diego, CA",West,Medium,Model Y,SAN-MOD-03,43990,Luxury Buyer,38,0.812,1,0.2612,7.0,5.0,43990,65.37
DEMO-000991,2025-01-13,2025,1,January,Q1,Monday,15,0,"Phoenix, AZ",Southwest,Medium,Cybertruck,PHO-CYB-03,49890,Cost Conscious,57,0.704,0,0.1007,,4.3,0,82.79
DEMO-000992,2024-02-19,2024,2,February,Q1,Monday,14,0,"San Francisco, CA",West,Large,Model 3,SAN-MOD-07,40240,Luxury Buyer,57,0.593,0,0.2048,,3.9,0,75.29
DEMO-000993,2024-08-03,2024,8,August,Q3,Saturday,13,1,"Phoenix, AZ",Southwest,Medium,Model 3,PHO-MOD-06,40240,Fleet/Business Buyer,32,0.5,0,0.2156,,3.7,0,49.74
DEMO-000994,2024-06-22,2024,6,June,Q2,Saturday,12,1,"Austin, TX",South,Medium,Model Y,AUS-MOD-02,43990,Eco Conscious,47,0.912,0,0.3745,,4.4,0,50.64
DEMO-000995,2024-06-21,2024,6,June,Q2,Friday,9,0,"Dallas, TX",South,Large,Model Y,DAL-MOD-04,43990,Luxury Buyer,39,0.453,0,0.2485,,4.7,0,46.03
DEMO-000996,2025-03-12,2025,3,March,Q1,Wednesday,16,0,"Dallas, TX",South,Large,Model Y,DAL-MOD-05,43990,Fleet/Business Buyer,45,0.909,0,0.2304,,4.5,0,81.77
DEMO-000997,2024-09-26,2024,9,September,Q3,Thursday,10,0,"San Francisco, CA",West,Large,Model Y,SAN-MOD-02,43990,Luxury Buyer,51,0.934,0,0.2355,,4.6,0,74.77
DEMO-000998,2025-06-03,2025,6,June,Q2,Tuesday,12,0,"Dallas, TX",South,Large,Model S,DAL-MOD-02,74990,Eco Conscious,49,0.803,0,0.1746,,3.8,0,81.99
DEMO-000999,2025-06-17,2025,6,June,Q2,Tuesday,12,0,"New York, NY",Northeast,Large,Model 3,NEW-MOD-01,40240,Cost Conscious,53,0.925,0,0.1358,,4.3,0,54.84
DEMO-001000,2025-11-20,2025,11,November,Q4,Thursday,11,0,"Denver, CO",Mountain,Medium,Model Y,DEN-MOD-03,43990,Fleet/Business Buyer,62,0.817,0,0.2502,,3.7,0,52.94
DEMO-001001,2024-08-07,2024,8,August,Q3,Wednesday,9,0,"San Diego, CA",West,Medium,Model 3,SAN-MOD-04,40240,Luxury Buyer,27,0.805,0,0.1833,,3.3,0,72.52
DEMO-001002,2025-10-15,2025,10,October,Q4,Wednesday,13,0,"Denver, CO",Mountain,Medium,Model Y,DEN-MOD-05,43990,Cost Conscious,44,0.87,0,0.1575,,4.8,0,71.72
DEMO-001003,2024-12-31,2024,12,December,Q4,Tuesday,14,0,"Chicago, IL",Midwest,Large,Model X,CHI-MOD-05,79990,Eco Conscious,60,0.66,0,0.1066,,4.0,0,54.9
DEMO-001004,2024-11-22,2024,11,November,Q4,Friday,15,0,"New York, NY",Northeast,Large,Model 3,NEW-MOD-03,40240,Luxury Buyer,54,0.837,0,0.153,,4.1,0,77.19
DEMO-001005,2024-01-30,2024,1,January,Q1,Tuesday,12,0,"Chicago, IL",Midwest,Large,Model Y,CHI-MOD-07,43990,Cost Conscious,46,0.48,0,0.0855,,4.6,0,55.46
DEMO-001006,2025-03-11,2025,3,March,Q1,Tuesday,13,0,"Miami, FL",Southeast,Large,Model Y,MIA-MOD-04,43990,First Time EV,49,0.62,0,0.1552,,4.7,0,57.34
DEMO-001007,2025-07-02,2025,7,July,Q3,Wednesday,11,0,"New York, NY",Northeast,Large,Model 3,NEW-MOD-06,40240,First Time EV,35,0.515,0,0.1608,,4.2,0,83.01
DEMO-001008,2025-12-22,2025,12,December,Q4,Monday,12,0,"Los Angeles, CA",West,Large,Model X,LOS-MOD-02,79990,Tech Early Adopter,47,0.777,0,0.1664,,4.1,0,59.48
DEMO-001009,2025-02-09,2025,2,February,Q1,Sunday,17,1,"Dallas, TX",South,Large,Cybertruck,DAL-CYB-06,49890,First Time EV,76,0.616,0,0.1673,,3.6,0,74.33
DEMO-001010,2025-06-23,2025,6,June,Q2,Monday,10,0,"Los Angeles, CA",West,Large,Model 3,LOS-MOD-03,40240,Tech Early Adopter,30,0.592,0,0.2514,,3.2,0,70.26
DEMO-001011,2024-05-06,2024,5,May,Q2,Monday,17,0,"Boston, MA",Northeast,Medium,Model 3,BOS-MOD-05,40240,Eco Conscious,63,0.881,0,0.2287,,3.3,0,65.18
DEMO-001012,2024-01-16,2024,1,January,Q1,Tuesday,16,0,"Boston, MA",Northeast,Medium,Model X,BOS-MOD-02,79990,Luxury Buyer,65,0.818,0,0.1274,,4.6,0,52.77
DEMO-001013,2025-03-11,2025,3,March,Q1,Tuesday,14,0,"Denver, CO",Mountain,Medium,Cybertruck,DEN-CYB-04,49890,First Time EV,70,0.5,0,0.176,,4.9,0,68.05
DEMO-001014,2025-02-20,2025,2,February,Q1,Thursday,14,0,"New York, NY",Northeast,Large,Model Y,NEW-MOD-04,43990,Tech Early Adopter,54,0.641,0,0.2293,,5.0,0,74.1
DEMO-001015,2025-04-08,2025,4,April,Q2,Tuesday,12,0,"Miami, FL",Southeast,Large,Model X,MIA-MOD-04,79990,Cost Conscious,57,0.674,0,0.0902,,4.1,0,49.36
DEMO-001016,2024-03-26,2024,3,March,Q1,Tuesday,10,0,"Austin, TX",South,Medium,Model Y,AUS-MOD-08,43990,First Time EV,53,0.747,0,0.1658,,3.4,0,61.13
DEMO-001017,2025-08-03,2025,8,August,Q3,Sunday,16,1,"Las Vegas, NV",West,Medium,Model Y,LAS-MOD-07,43990,Cost Conscious,48,0.606,0,0.0996,,3.8,0,51.02
DEMO-001018,2024-01-06,2024,1,January,Q1,Saturday,12,1,"Miami, FL",Southeast,Large,Model S,MIA-MOD-08,74990,Cost Conscious,59,0.723,0,0.0698,,3.8,0,71.08
DEMO-001019,2025-07-22,2025,7,July,Q3,Tuesday,17,0,"Miami, FL",Southeast,Large,Model Y,MIA-MOD-02,43990,Luxury Buyer,49,0.663,1,0.208,4.0,3.7,43990,45.54
DEMO-001020,2025-03-24,2025,3,March,Q1,Monday,17,0,"Seattle, WA",Northwest,Medium,Model S,SEA-MOD-08,74990,Tech Early Adopter,47,0.535,0,0.208,,4.6,0,64.49
DEMO-001021,2024-01-10,2024,1,January,Q1,Wednesday,12,0,"Boston, MA",Northeast,Medium,Cybertruck,BOS-CYB-05,49890,Luxury Buyer,57,0.711,0,0.1935,,4.3,0,59.87
DEMO-001022,2025-12-02,2025,12,December,Q4,Tuesday,11,0,"Atlanta, GA",Southeast,Medium,Model 3,ATL-MOD-05,40240,Eco Conscious,36,0.686,0,0.1372,,3.6,0,58.21
DEMO-001023,2024-05-18,2024,5,May,Q2,Saturday,11,1,"Boston, MA",Northeast,Medium,Model S,BOS-MOD-06,74990,First Time EV,56,0.658,0,0.1875,,3.5,0,47.68
DEMO-001024,2025-12-11,2025,12,December,Q4,Thursday,10,0,"Los Angeles, CA",West,Large,Model Y,LOS-MOD-08,43990,Tech Early Adopter,61,0.747,1,0.252,5.0,3.9,43990,80.33
DEMO-001025,2024-10-08,2024,10,October,Q4,Tuesday,12,0,"Miami, FL",Southeast,Large,Model Y,MIA-MOD-05,43990,Fleet/Business Buyer,62,0.634,0,0.2367,,4.6,0,82.37
DEMO-001026,2024-03-20,2024,3,March,Q1,Wednesday,15,0,"Seattle, WA",Northwest,Medium,Model Y,SEA-MOD-03,43990,Cost Conscious,56,0.581,0,0.1434,,3.4,0,76.88
DEMO-001027,2025-08-12,2025,8,August,Q3,Tuesday,16,0,"Denver, CO",Mountain,Medium,Model S,DEN-MOD-08,74990,Eco Conscious,50,0.555,0,0.2126,,3.2,0,54.27
DEMO-001028,2024-05-30,2024,5,May,Q2,Thursday,11,0,"Dallas, TX",South,Large,Model 3,DAL-MOD-02,40240,First Time EV,32,0.898,1,0.1597,2.0,3.9,40240,62.59
DEMO-001029,2024-04-30,2024,4,April,Q2,Tuesday,12,0,"Atlanta, GA",Southeast,Medium,Model Y,ATL-MOD-08,43990,Eco Conscious,54,0.627,0,0.1769,,4.7,0,57.68
DEMO-001030,2024-06-19,2024,6,June,Q2,Wednesday,18,0,"San Francisco, CA",West,Large,Cybertruck,SAN-CYB-07,49890,First Time EV,57,0.73,0,0.267,,4.1,0,76.56
DEMO-001031,2025-10-29,2025,10,October,Q4,Wednesday,13,0,"Atlanta, GA",Southeast,Medium,Model 3,ATL-MOD-08,40240,First Time EV,45,0.835,0,0.0957,,3.8,0,61.96
DEMO-001032,2024-07-14,2024,7,July,Q3,Sunday,13,1,"Denver, CO",Mountain,Medium,Model Y,DEN-MOD-01,43990,Fleet/Business Buyer,39,0.548,0,0.3151,,3.8,0,52.8
DEMO-001033,2025-01-12,2025,1,January,Q1,Sunday,18,1,"Denver, CO",Mountain,Medium,Model Y,DEN-MOD-05,43990,Tech Early Adopter,45,0.467,1,0.2984,11.0,4.2,43990,46.76
DEMO-001034,2024-02-28,2024,2,February,Q1,Wednesday,19,0,"Boston, MA",Northeast,Medium,Model S,BOS-MOD-08,74990,Eco Conscious,57,0.949,0,0.1675,,4.3,0,64.61
DEMO-001035,2025-07-12,2025,7,July,Q3,Saturday,17,1,"Chicago, IL",Midwest,Large,Model S,CHI-MOD-03,74990,Cost Conscious,66,0.803,1,0.0782,10.0,4.2,74990,48.31
DEMO-001036,2025-10-14,2025,10,October,Q4,Tuesday,16,0,"Las Vegas, NV",West,Medium,Model X,LAS-MOD-05,79990,Tech Early Adopter,59,0.942,0,0.1215,,3.5,0,69.56
DEMO-001037,2024-11-20,2024,11,November,Q4,Wednesday,18,0,"Los Angeles, CA",West,Large,Model Y,LOS-MOD-06,43990,Cost Conscious,51,0.708,0,0.1116,,4.9,0,61.13
DEMO-001038,2024-07-16,2024,7,July,Q3,Tuesday,17,0,"Las Vegas, NV",West,Medium,Model S,LAS-MOD-02,74990,Tech Early Adopter,51,0.536,0,0.1367,,3.3,0,69.34
DEMO-001039,2024-01-04,2024,1,January,Q1,Thursday,12,0,"Boston, MA",Northeast,Medium,Model Y,BOS-MOD-08,43990,Tech Early Adopter,50,0.734,1,0.2367,21.0,5.0,43990,63.52
DEMO-001040,2024-03-29,2024,3,March,Q1,Friday,11,0,"San Francisco, CA",West,Large,Cybertruck,SAN-CYB-03,49890,Tech Early Adopter,69,0.844,0,0.3348,,3.6,0,59.98
DEMO-001041,2024-11-11,2024,11,November,Q4,Monday,17,0,"San Francisco, CA",West,Large,Cybertruck,SAN-CYB-04,49890,Fleet/Business Buyer,62,0.824,0,0.2931,,4.5,0,57.42
DEMO-001042,2024-05-23,2024,5,May,Q2,Thursday,14,0,"New York, NY",Northeast,Large,Model S,NEW-MOD-05,74990,Tech Early Adopter,58,0.892,0,0.2123,,3.5,0,56.8
DEMO-001043,2024-12-29,2024,12,December,Q4,Sunday,14,1,"Boston, MA",Northeast,Medium,Model Y,BOS-MOD-08,43990,Tech Early Adopter,53,0.865,0,0.2874,,4.4,0,51.82
DEMO-001044,2025-08-05,2025,8,August,Q3,Tuesday,11,0,"Las Vegas, NV",West,Medium,Model Y,LAS-MOD-05,43990,Tech Early Adopter,39,0.554,0,0.2079,,4.5,0,65.15
DEMO-001045,2025-06-09,2025,6,June,Q2,Monday,16,0,"Las Vegas, NV",West,Medium,Model S,LAS-MOD-01,74990,Eco Conscious,64,0.911,0,0.1173,,4.1,0,70.24
DEMO-001046,2025-01-16,2025,1,January,Q1,Thursday,14,0,"Chicago, IL",Midwest,Large,Model 3,CHI-MOD-06,40240,Cost Conscious,42,0.801,0,0.0757,,4.3,0,79.77
DEMO-001047,2024-12-10,2024,12,December,Q4,Tuesday,15,0,"Los Angeles, CA",West,Large,Model 3,LOS-MOD-05,40240,Luxury Buyer,42,0.531,0,0.1508,,4.2,0,75.08
DEMO-001048,2025-08-12,2025,8,August,Q3,Tuesday,15,0,"Chicago, IL",Midwest,Large,Model X,CHI-MOD-04,79990,Luxury Buyer,66,0.576,0,0.1285,,3.9,0,58.52
DEMO-001049,2024-08-27,2024,8,August,Q3,Tuesday,16,0,"Atlanta, GA",Southeast,Medium,Model Y,ATL-MOD-07,43990,Tech Early Adopter,55,0.663,0,0.2342,,3.7,0,68.1
DEMO-001050,2024-11-03,2024,11,November,Q4,Sunday,17,1,"Denver, CO",Mountain,Medium,Model 3,DEN-MOD-04,40240,Luxury Buyer,39,0.926,0,0.2449,,4.2,0,50.58
DEMO-001051,2024-04-02,2024,4,April,Q2,Tuesday,12,0,"Atlanta, GA",Southeast,Medium,Model Y,ATL-MOD-08,43990,Fleet/Business Buyer,56,0.648,0,0.2082,,4.0,0,71.34
DEMO-001052,2024-03-23,2024,3,March,Q1,Saturday,11,1,"Dallas, TX",South,Large,Cybertruck,DAL-CYB-04,49890,Eco Conscious,60,0.527,0,0.3036,,4.2,0,76.02
DEMO-001053,2025-04-27,2025,4,April,Q2,Sunday,14,1,"Los Angeles, CA",West,Large,Model Y,LOS-MOD-08,43990,Eco Conscious,64,0.784,1,0.3002,2.0,5.0,43990,75.52
DEMO-001054,2024-05-16,2024,5,May,Q2,Thursday,13,0,"San Francisco, CA",West,Large,Model Y,SAN-MOD-07,43990,Eco Conscious,43,0.748,1,0.3004,12.0,4.7,43990,71.8
DEMO-001055,2024-07-01,2024,7,July,Q3,Monday,16,0,"Denver, CO",Mountain,Medium,Model 3,DEN-MOD-01,40240,First Time EV,62,0.755,0,0.1692,,4.6,0,81.58
DEMO-001056,2024-02-15,2024,2,February,Q1,Thursday,11,0,"Atlanta, GA",Southeast,Medium,Model 3,ATL-MOD-03,40240,Luxury Buyer,35,0.663,0,0.1104,,3.7,0,60.47
DEMO-001057,2025-03-07,2025,3,March,Q1,Friday,11,0,"Las Vegas, NV",West,Medium,Model Y,LAS-MOD-02,43990,Eco Conscious,54,0.682,0,0.1503,,3.3,0,72.44
DEMO-001058,2024-01-13,2024,1,January,Q1,Saturday,11,1,"San Francisco, CA",West,Large,Model S,SAN-MOD-08,74990,Luxury Buyer,49,0.456,0,0.1568,,4.4,0,71.81
DEMO-001059,2024-09-21,2024,9,September,Q3,Saturday,16,1,"New York, NY",Northeast,Large,Model X,NEW-MOD-08,79990,Eco Conscious,57,0.701,0,0.1773,,4.6,0,73.48
DEMO-001060,2024-07-02,2024,7,July,Q3,Tuesday,19,0,"Las Vegas, NV",West,Medium,Model Y,LAS-MOD-02,43990,Eco Conscious,53,0.525,0,0.1697,,3.8,0,82.37
DEMO-001061,2025-09-21,2025,9,September,Q3,Sunday,16,1,"Denver, CO",Mountain,Medium,Model 3,DEN-MOD-05,40240,Luxury Buyer,54,0.47,1,0.2506,10.0,5.0,40240,47.0
DEMO-001062,2024-12-11,2024,12,December,Q4,Wednesday,15,0,"Denver, CO",Mountain,Medium,Model S,DEN-MOD-05,74990,Eco Conscious,67,0.539,1,0.1897,4.0,4.1,74990,57.99
DEMO-001063,2024-02-07,2024,2,February,Q1,Wednesday,14,0,"Atlanta, GA",Southeast,Medium,Model 3,ATL-MOD-02,40240,Tech Early Adopter,56,0.513,0,0.1376,,3.5,0,64.74
DEMO-001064,2025-12-06,2025,12,December,Q4,Saturday,15,1,"San Diego, CA",West,Medium,Model 3,SAN-MOD-08,40240,Fleet/Business Buyer,31,0.47,0,0.2789,,3.8,0,46.53
DEMO-001065,2024-04-13,2024,4,April,Q2,Saturday,13,1,"Denver, CO",Mountain,Medium,Cybertruck,DEN-CYB-05,49890,Cost Conscious,67,0.661,1,0.2322,2.0,4.0,49890,55.27
DEMO-001066,2025-03-19,2025,3,March,Q1,Wednesday,19,0,"Atlanta, GA",Southeast,Medium,Model S,ATL-MOD-05,74990,Tech Early Adopter,54,0.758,0,0.1463,,4.2,0,76.75
DEMO-001067,2025-04-29,2025,4,April,Q2,Tuesday,11,0,"Boston, MA",Northeast,Medium,Model X,BOS-MOD-03,79990,Eco Conscious,53,0.588,0,0.2027,,4.4,0,69.18
DEMO-001068,2024-01-06,2024,1,January,Q1,Saturday,13,1,"San Diego, CA",West,Medium,Model 3,SAN-MOD-03,40240,Eco Conscious,58,0.587,0,0.1831,,4.0,0,76.61
DEMO-001069,2024-01-19,2024,1,January,Q1,Friday,16,0,"Atlanta, GA",Southeast,Medium,Model Y,ATL-MOD-08,43990,Eco Conscious,63,0.744,0,0.1308,,4.3,0,58.15
DEMO-001070,2024-12-17,2024,12,December,Q4,Tuesday,13,0,"New York, NY",Northeast,Large,Model Y,NEW-MOD-08,43990,Cost Conscious,45,0.877,0,0.1156,,4.1,0,66.29
DEMO-001071,2024-02-03,2024,2,February,Q1,Saturday,15,1,"Phoenix, AZ",Southwest,Medium,Model S,PHO-MOD-08,74990,Eco Conscious,59,0.731,1,0.152,4.0,4.2,74990,84.39
DEMO-001072,2025-04-07,2025,4,April,Q2,Monday,15,0,"Miami, FL",Southeast,Large,Model Y,MIA-MOD-03,43990,First Time EV,63,0.762,0,0.1311,,4.2,0,61.62
DEMO-001073,2025-07-23,2025,7,July,Q3,Wednesday,16,0,"Portland, OR",Northwest,Small,Model 3,POR-MOD-03,40240,Fleet/Business Buyer,36,0.639,0,0.31,,4.9,0,49.94
DEMO-001074,2025-08-07,2025,8,August,Q3,Thursday,12,0,"New York, NY",Northeast,Large,Model 3,NEW-MOD-07,40240,Fleet/Business Buyer,39,0.725,0,0.2515,,3.8,0,53.71
DEMO-001075,2025-01-06,2025,1,January,Q1,Monday,15,0,"San Diego, CA",West,Medium,Model Y,SAN-MOD-06,43990,Eco Conscious,45,0.701,0,0.2247,,4.2,0,54.0
DEMO-001076,2025-04-05,2025,4,April,Q2,Saturday,11,1,"New York, NY",Northeast,Large,Model Y,NEW-MOD-01,43990,Luxury Buyer,48,0.716,0,0.2963,,3.8,0,63.56
DEMO-001077,2025-08-17,2025,8,August,Q3,Sunday,15,1,"Phoenix, AZ",Southwest,Medium,Model S,PHO-MOD-01,74990,Tech Early Adopter,48,0.759,0,0.2401,,3.4,0,69.8
